view_count,cart_count,purchase_count,stock_level,competitor_price_ratio,hour_of_day,day_of_week,base_price_tier,demand_score,conversion_rate,cart_conversion,price_multiplier
26,3,0,49,1.1155,2,2,1,0.3608,0.0,0.1154,1.0239
65,12,0,97,0.943,18,5,1,0.6942,0.0,0.1846,1.0337
31,12,0,230,1.1731,9,3,3,0.9292,0.0,0.3871,1.1112
1,0,0,14,1.0385,7,4,3,0.005,0.0,0.0,0.9136
40,18,9,290,1.0547,16,4,1,1.0,0.225,0.45,1.1134
120,45,11,164,1.2191,22,5,2,1.0,0.0917,0.375,1.098
36,9,1,220,1.0572,10,4,1,0.7633,0.0278,0.25,1.0257
68,3,0,61,1.0251,9,0,2,0.4282,0.0,0.0441,1.0236
86,5,2,144,1.1477,12,3,2,0.616,0.0233,0.0581,1.0218
10,1,0,358,1.0767,18,5,1,0.25,0.0,0.1,0.9334
9,1,0,303,1.0147,14,6,2,0.2672,0.0,0.1111,0.9362
37,3,0,251,1.1635,1,5,3,0.3472,0.0,0.0811,1.0329
21,4,2,14,0.8527,11,3,2,0.7717,0.0952,0.1905,1.0529
73,5,1,51,0.9793,23,5,2,0.5431,0.0137,0.0685,1.0719
92,21,7,259,1.0124,8,6,2,1.0,0.0761,0.2283,1.0464
17,6,2,550,1.0451,19,4,1,1.0,0.1176,0.3529,1.1109
10,2,0,490,0.9575,22,2,1,0.45,0.0,0.2,0.996
60,27,14,88,1.1174,13,6,2,1.0,0.2333,0.45,1.1148
12,0,0,36,0.988,4,3,3,0.06,0.0,0.0,0.9454
69,13,1,2,1.1104,18,0,3,0.7653,0.0145,0.1884,1.0687
22,3,0,37,0.8953,1,1,3,0.3827,0.0,0.1364,0.9948
44,10,1,516,1.0601,13,6,2,0.7427,0.0227,0.2273,1.1281
4,0,0,415,1.0755,0,4,2,0.02,0.0,0.0,0.9095
39,6,0,90,1.0715,19,1,3,0.5027,0.0,0.1538,1.0495
24,3,0,65,1.0655,13,1,2,0.37,0.0,0.125,1.0173
35,6,0,282,1.0593,15,2,1,0.5179,0.0,0.1714,1.0232
7,0,0,155,0.9925,21,2,2,0.035,0.0,0.0,0.944
53,6,1,268,0.9904,12,2,2,0.548,0.0189,0.1132,1.0214
79,18,4,40,1.125,12,2,2,1.0,0.0506,0.2278,1.1249
9,1,0,528,1.0832,18,4,2,0.2672,0.0,0.1111,0.9419
4,2,0,201,1.0413,3,2,1,1.0,0.0,0.5,1.0271
0,0,0,29,1.0643,22,2,1,0.0,0.0,0.0,0.9486
41,5,0,39,1.156,13,5,2,0.4489,0.0,0.122,1.0492
37,2,0,34,1.0023,14,4,2,0.2931,0.0,0.0541,0.9385
31,3,0,17,1.0522,11,2,1,0.3485,0.0,0.0968,1.0162
10,1,0,227,1.0799,2,2,1,0.25,0.0,0.1,0.9374
19,2,0,64,0.88,21,0,2,0.3055,0.0,0.1053,1.0206
36,7,1,242,1.0669,2,2,2,0.6522,0.0278,0.1944,1.0206
27,10,1,29,0.9836,12,0,3,0.9869,0.037,0.3704,1.1396
176,60,12,85,1.0192,4,2,3,1.0,0.0682,0.3409,1.1093
5,2,0,118,1.1446,5,3,1,0.825,0.0,0.4,1.0894
47,20,3,206,1.0309,19,1,1,1.0,0.0638,0.4255,1.108
20,11,2,34,0.9927,20,3,1,1.0,0.1,0.55,1.121
22,1,0,25,1.1647,19,2,2,0.2009,0.0,0.0455,0.9524
50,11,2,40,1.1404,3,3,3,0.81,0.04,0.22,1.1215
47,6,0,207,1.0061,12,4,2,0.4903,0.0,0.1277,0.9944
189,18,5,73,1.0795,12,5,2,0.7698,0.0265,0.0952,1.1072
5,0,0,191,1.0473,12,0,1,0.025,0.0,0.0,0.929
4,0,0,497,1.1948,19,0,1,0.02,0.0,0.0,0.8903
51,7,1,578,0.9187,7,0,1,0.5883,0.0196,0.1373,1.0332
34,7,0,366,1.25,18,4,1,0.5818,0.0,0.2059,1.0418
12,3,0,579,0.9728,2,6,2,0.56,0.0,0.25,1.0412
3,0,0,1,1.0128,9,0,1,0.015,0.0,0.0,0.9151
3,0,0,53,1.0157,7,0,2,0.015,0.0,0.0,0.9018
89,23,0,14,1.1027,3,1,3,0.9619,0.0,0.2584,1.0925
8,1,0,503,0.961,20,3,1,0.29,0.0,0.125,0.9249
15,5,2,16,1.0579,15,5,1,1.0,0.1333,0.3333,1.151
10,0,0,47,1.1055,14,5,3,0.05,0.0,0.0,0.9226
17,4,0,216,1.1485,10,6,2,0.5556,0.0,0.2353,1.0897
2,0,0,380,0.9499,16,1,1,0.01,0.0,0.0,0.8869
29,4,0,81,1.071,13,4,2,0.4209,0.0,0.1379,0.9865
2,0,0,79,1.0305,0,1,1,0.01,0.0,0.0,0.8932
64,17,5,94,1.047,22,0,2,1.0,0.0781,0.2656,1.0634
10,1,0,175,1.0563,4,5,1,0.25,0.0,0.1,0.9191
31,14,1,83,0.9984,9,4,2,1.0,0.0323,0.4516,1.0867
84,6,2,414,1.1191,22,6,2,0.6343,0.0238,0.0714,1.08
42,10,4,83,1.0418,12,1,2,0.9719,0.0952,0.2381,1.0428
30,2,0,416,1.0387,2,1,1,0.2833,0.0,0.0667,0.9105
15,2,0,567,1.1431,20,0,1,0.3417,0.0,0.1333,1.0191
16,3,0,13,0.9089,11,3,1,0.455,0.0,0.1875,1.0007
44,24,1,230,1.1483,23,3,2,1.0,0.0227,0.5455,1.1214
205,42,6,294,1.1321,8,0,3,0.9976,0.0293,0.2049,1.0558
43,4,0,233,0.9966,21,0,2,0.401,0.0,0.093,1.0252
32,15,1,95,1.0141,23,3,1,1.0,0.0312,0.4688,1.063
52,9,3,80,1.0788,7,6,3,0.7792,0.0577,0.1731,1.0817
25,2,0,511,0.9255,21,2,2,0.285,0.0,0.08,0.9382
2,0,0,419,1.0101,10,2,2,0.01,0.0,0.0,0.8892
33,6,0,36,1.25,11,1,2,0.5286,0.0,0.1818,1.0465
126,51,26,42,1.1093,15,1,2,1.0,0.2063,0.4048,1.0522
7,0,0,296,1.0623,16,2,3,0.035,0.0,0.0,0.8716
46,6,1,457,1.0831,10,2,2,0.5561,0.0217,0.1304,1.0128
8,2,0,376,1.022,9,4,3,0.54,0.0,0.25,1.0449
30,3,0,85,1.1453,8,3,2,0.35,0.0,0.1,1.0184
4,0,0,32,1.0287,12,4,2,0.02,0.0,0.0,0.9098
23,3,0,578,1.04,10,4,1,0.3759,0.0,0.1304,1.0106
56,5,0,26,0.8802,6,0,3,0.4586,0.0,0.0893,1.0136
17,4,1,53,1.1244,10,4,2,0.7321,0.0588,0.2353,1.043
43,6,0,316,0.9673,3,1,1,0.4941,0.0,0.1395,0.9944
63,5,0,68,1.1398,1,2,2,0.4737,0.0,0.0794,1.0268
104,28,13,371,1.047,15,0,1,1.0,0.125,0.2692,1.0437
10,0,0,233,0.8995,2,5,1,0.05,0.0,0.0,0.9056
20,0,0,263,1.0806,8,6,1,0.1,0.0,0.0,0.903
6,1,0,43,1.1434,19,3,1,0.3633,0.0,0.1667,1.0713
195,22,4,562,1.1599,19,0,3,0.7872,0.0205,0.1128,1.1017
104,42,11,60,1.0843,9,2,2,1.0,0.1058,0.4038,1.0581
31,7,1,382,1.0666,14,5,2,0.7034,0.0323,0.2258,1.1032
73,23,5,212,0.9921,21,5,1,1.0,0.0685,0.3151,1.1172
29,3,1,11,1.0475,23,1,3,0.4553,0.0345,0.1034,1.0192
39,9,1,54,0.9292,19,1,3,0.7335,0.0256,0.2308,1.0579
3,0,0,88,1.0758,19,3,1,0.015,0.0,0.0,0.9364
56,16,1,29,0.9945,10,5,2,0.905,0.0179,0.2857,1.1017
5,0,0,47,1.1026,22,2,1,0.025,0.0,0.0,0.9215
69,12,3,268,1.2364,5,2,3,0.8233,0.0435,0.1739,1.0636
60,3,0,46,1.1303,6,4,1,0.4,0.0,0.05,1.0212
49,10,3,76,1.0082,8,0,3,0.8368,0.0612,0.2041,1.1307
1,0,0,462,0.9589,3,2,2,0.005,0.0,0.0,0.8772
14,1,0,230,1.1578,0,4,2,0.2129,0.0,0.0714,0.9091
12,1,0,40,1.1026,8,1,3,0.2267,0.0,0.0833,0.9744
17,1,0,274,1.023,23,6,2,0.2026,0.0,0.0588,0.9431
3,0,0,275,1.0965,4,2,2,0.015,0.0,0.0,0.8962
110,43,8,6,1.0691,20,4,3,1.0,0.0727,0.3909,1.1159
32,4,0,33,0.9035,22,4,1,0.41,0.0,0.125,0.9935
14,5,1,39,1.0461,11,0,1,0.9986,0.0714,0.3571,1.1041
20,3,1,378,0.9244,19,5,2,0.55,0.05,0.15,1.0397
23,4,0,171,1.0437,16,4,1,0.4628,0.0,0.1739,1.01
36,4,1,531,1.014,5,5,2,0.4856,0.0278,0.1111,0.9895
29,5,1,291,1.0615,12,5,2,0.5933,0.0345,0.1724,1.0231
100,26,9,466,1.1318,2,6,3,1.0,0.09,0.26,1.1166
27,9,0,97,1.1956,9,6,3,0.8017,0.0,0.3333,1.122
193,69,25,275,1.0103,11,6,1,1.0,0.1295,0.3575,1.1035
76,38,6,199,1.0244,1,2,2,1.0,0.0789,0.5,1.0278
9,3,0,543,1.054,20,1,2,0.7117,0.0,0.3333,1.1314
106,6,0,51,1.0072,22,3,2,0.6132,0.0,0.0566,1.0525
4,1,0,242,1.0534,23,0,3,0.52,0.0,0.25,1.0204
68,16,2,108,1.0004,5,1,2,0.8988,0.0294,0.2353,1.0258
19,3,0,385,0.9889,11,6,1,0.4108,0.0,0.1579,1.018
84,7,0,32,0.9348,0,5,2,0.5867,0.0,0.0833,0.993
81,5,0,80,1.0547,0,5,2,0.5285,0.0,0.0617,1.0425
65,16,1,138,1.0759,16,0,2,0.8635,0.0154,0.2462,1.0599
62,25,6,2,1.0544,18,5,1,1.0,0.0968,0.4032,1.1511
14,4,0,130,0.9283,23,4,2,0.6414,0.0,0.2857,0.9853
3,0,0,77,1.0872,16,1,1,0.015,0.0,0.0,0.8994
20,2,1,92,1.1102,19,2,2,0.45,0.05,0.1,1.0173
7,2,0,57,1.1077,16,5,3,0.6064,0.0,0.2857,1.0405
47,14,2,313,1.092,4,0,3,0.9584,0.0426,0.2979,1.0682
16,3,1,98,1.2072,7,3,1,0.6425,0.0625,0.1875,1.034
148,14,2,6,1.153,7,2,3,0.7297,0.0135,0.0946,1.1213
40,1,0,34,1.0628,16,1,3,0.25,0.0,0.025,0.9477
69,9,4,190,1.058,9,6,2,0.7798,0.058,0.1304,1.0868
5,0,0,63,0.9638,2,4,3,0.025,0.0,0.0,0.9297
79,18,8,247,0.9632,15,3,1,1.0,0.1013,0.2278,1.1142
102,9,3,422,0.9917,10,3,1,0.7647,0.0294,0.0882,1.0679
26,1,0,30,1.0796,0,5,2,0.2069,0.0,0.0385,0.9439
37,3,0,188,1.0815,12,6,3,0.3472,0.0,0.0811,1.0288
57,17,4,138,1.1271,4,0,3,1.0,0.0702,0.2982,1.0823
7,1,0,79,0.9375,8,1,2,0.3207,0.0,0.1429,0.9801
27,7,2,79,0.9561,14,1,1,0.8757,0.0741,0.2593,1.1225
20,7,1,374,1.1849,23,6,2,0.95,0.05,0.35,1.089
6,1,0,148,1.1038,0,2,2,0.3633,0.0,0.1667,1.0016
18,2,0,33,1.0445,22,0,2,0.3122,0.0,0.1111,1.014
2,1,0,39,1.0296,21,6,1,1.0,0.0,0.5,1.0849
1,0,0,90,1.2077,20,1,1,0.005,0.0,0.0,0.9417
5,1,0,269,1.0055,22,0,1,0.425,0.0,0.2,1.0172
131,11,0,51,0.8945,1,1,2,0.6679,0.0,0.084,0.9945
31,9,1,65,1.0261,23,6,3,0.8324,0.0323,0.2903,1.0733
135,16,4,54,1.0056,2,6,1,0.8259,0.0296,0.1185,1.0718
22,2,0,17,0.9591,13,6,3,0.2918,0.0,0.0909,0.9776
14,2,1,410,1.0022,0,4,2,0.57,0.0714,0.1429,1.0407
28,6,0,46,1.0988,5,5,3,0.5686,0.0,0.2143,1.0487
23,4,0,59,1.1021,4,2,2,0.4628,0.0,0.1739,1.0216
4,0,0,190,1.1362,10,3,2,0.02,0.0,0.0,0.9434
40,7,2,24,1.0328,14,3,1,0.7,0.05,0.175,1.1291
9,4,0,231,1.0938,13,3,1,0.9339,0.0,0.4444,1.0929
38,4,1,395,0.9986,6,0,1,0.4795,0.0263,0.1053,0.9905
42,11,1,96,1.0741,15,3,2,0.8052,0.0238,0.2619,1.0412
6,1,0,24,1.0663,15,1,3,0.3633,0.0,0.1667,1.0188
2,0,0,268,1.1724,20,0,1,0.01,0.0,0.0,0.9014
60,11,1,56,1.1338,13,5,1,0.7167,0.0167,0.1833,1.1012
24,6,0,48,1.0704,8,0,3,0.62,0.0,0.25,1.0626
2,0,0,42,1.1343,13,0,1,0.01,0.0,0.0,0.9009
210,57,14,522,1.0145,1,2,2,1.0,0.0667,0.2714,1.047
2,0,0,14,1.0851,8,6,2,0.01,0.0,0.0,0.906
47,23,5,219,1.0685,21,5,1,1.0,0.1064,0.4894,1.1163
164,18,1,273,1.058,17,6,2,0.7378,0.0061,0.1098,1.0733
10,1,0,591,1.0283,11,0,2,0.25,0.0,0.1,0.9347
6,0,0,411,1.031,14,2,2,0.03,0.0,0.0,0.8981
5,1,0,181,0.9004,10,3,1,0.425,0.0,0.2,0.9659
14,4,1,28,1.0121,6,2,1,0.8557,0.0714,0.2857,1.1281
4,0,0,33,1.1961,10,2,3,0.02,0.0,0.0,0.9068
47,3,0,38,1.1608,20,6,3,0.3627,0.0,0.0638,1.0348
2,0,0,48,1.0583,4,4,2,0.01,0.0,0.0,0.9375
28,10,2,274,1.1313,17,4,3,1.0,0.0714,0.3571,1.0955
228,24,3,86,1.1533,23,1,1,0.75,0.0132,0.1053,1.1048
67,11,0,73,0.9844,16,0,1,0.6634,0.0,0.1642,1.0158
38,4,0,104,1.0486,7,1,3,0.4005,0.0,0.1053,1.0049
14,2,0,181,1.1188,1,3,3,0.3557,0.0,0.1429,1.0217
39,1,0,348,1.0743,17,4,1,0.2463,0.0,0.0256,0.9288
29,13,1,110,1.1392,14,6,2,1.0,0.0345,0.4483,1.138
22,8,0,22,1.1115,14,3,1,0.8373,0.0,0.3636,1.1187
5,0,0,45,1.1377,2,3,2,0.025,0.0,0.0,0.964
87,3,0,77,0.9927,11,6,2,0.504,0.0,0.0345,1.0301
23,3,0,188,1.1341,4,1,1,0.3759,0.0,0.1304,0.9857
8,0,0,333,1.0084,10,0,1,0.04,0.0,0.0,0.9051
18,2,0,72,1.0126,0,0,1,0.3122,0.0,0.1111,1.0067
21,0,0,580,1.0317,19,1,2,0.105,0.0,0.0,0.9177
70,6,0,69,0.9794,21,0,1,0.5214,0.0,0.0857,1.0731
52,6,1,14,1.0246,11,0,2,0.5485,0.0192,0.1154,1.0681
58,2,0,67,1.1847,18,0,1,0.359,0.0,0.0345,1.0439
0,0,0,51,1.1471,0,3,3,0.0,0.0,0.0,0.9014
21,2,0,63,1.0105,16,3,3,0.2955,0.0,0.0952,0.9707
26,6,2,23,1.0501,11,4,3,0.8223,0.0769,0.2308,1.1379
0,0,0,412,1.0404,12,5,1,0.0,0.0,0.0,0.8955
12,3,0,267,1.1105,22,5,2,0.56,0.0,0.25,1.0724
57,24,5,186,1.0737,7,2,2,1.0,0.0877,0.4211,1.1084
5,0,0,18,1.1462,6,2,2,0.025,0.0,0.0,0.9259
30,13,0,36,1.0806,22,2,1,1.0,0.0,0.4333,1.1272
9,2,0,17,1.0543,23,0,1,0.4894,0.0,0.2222,1.0578
0,0,0,451,1.0724,23,3,3,0.0,0.0,0.0,0.85
11,1,0,28,0.8809,20,5,2,0.2368,0.0,0.0909,0.9827
148,9,1,94,1.1252,13,1,2,0.6419,0.0068,0.0608,1.0634
64,4,0,324,1.1136,12,0,2,0.445,0.0,0.0625,1.0578
128,22,1,99,0.9532,20,5,2,0.8672,0.0078,0.1719,1.1048
26,4,0,64,1.0764,3,1,1,0.4377,0.0,0.1538,1.0151
4,0,0,583,0.965,4,5,3,0.02,0.0,0.0,0.8762
31,0,0,392,0.9095,6,1,3,0.155,0.0,0.0,0.909
24,2,0,40,1.0711,5,1,1,0.2867,0.0,0.0833,0.9628
74,19,0,524,0.9764,4,2,3,0.8835,0.0,0.2568,1.0245
4,0,0,162,1.0811,4,6,3,0.02,0.0,0.0,0.9432
26,0,0,84,1.0445,3,6,2,0.13,0.0,0.0,0.9556
6,2,1,11,1.0596,11,5,3,1.0,0.1667,0.3333,1.1032
15,5,1,83,1.1225,21,2,1,0.9417,0.0667,0.3333,1.1466
53,7,1,85,1.1591,5,4,3,0.5858,0.0189,0.1321,1.0416
25,2,1,298,1.0849,9,4,2,0.405,0.04,0.08,1.0147
18,5,1,359,0.8921,15,4,1,0.8122,0.0556,0.2778,1.0195
20,6,2,49,1.1568,11,0,1,1.0,0.1,0.3,1.1278
24,6,1,35,1.0964,0,6,1,0.745,0.0417,0.25,1.0508
61,20,2,318,1.0852,12,2,3,1.0,0.0328,0.3279,1.1112
89,18,3,155,1.0326,6,0,1,0.9506,0.0337,0.2022,1.0737
124,16,1,45,1.2065,8,6,2,0.7823,0.0081,0.129,1.1078
61,11,4,281,1.0624,12,1,2,0.8624,0.0656,0.1803,1.0797
15,1,0,126,1.2014,17,3,3,0.2083,0.0,0.0667,0.9638
46,8,2,489,1.0093,8,1,2,0.7083,0.0435,0.1739,1.0927
23,3,1,29,1.0841,19,2,1,0.5063,0.0435,0.1304,1.0699
11,0,0,420,1.1305,7,3,1,0.055,0.0,0.0,0.8951
73,6,0,180,1.0682,2,6,2,0.5294,0.0,0.0822,1.0187
1,0,0,30,1.0184,4,3,2,0.005,0.0,0.0,0.9052
92,17,5,2,1.1274,9,3,1,0.9926,0.0543,0.1848,1.0844
24,2,0,586,1.1688,15,2,1,0.2867,0.0,0.0833,0.9126
40,5,0,20,1.0771,0,0,1,0.45,0.0,0.125,1.0223
43,14,4,338,1.2082,23,6,2,1.0,0.093,0.3256,1.1176
90,3,0,187,1.0993,10,5,2,0.5167,0.0,0.0333,1.0278
40,12,4,177,1.0221,18,3,2,1.0,0.1,0.3,1.0868
38,6,1,18,1.0589,7,6,2,0.5847,0.0263,0.1579,1.0515
2,0,0,226,0.9438,7,5,1,0.01,0.0,0.0,0.8998
29,3,0,26,1.0801,21,2,2,0.3519,0.0,0.1034,1.0564
6,1,0,49,0.9752,7,5,3,0.3633,0.0,0.1667,1.0117
53,30,8,324,1.0109,5,5,1,1.0,0.1509,0.566,1.0541
28,3,0,87,1.0749,11,6,2,0.3543,0.0,0.1071,0.996
45,15,3,23,0.9769,3,4,3,1.0,0.0667,0.3333,1.0842
1,0,0,523,0.9097,17,4,3,0.005,0.0,0.0,0.85
3,0,0,87,1.0373,0,2,1,0.015,0.0,0.0,0.92
50,8,2,32,1.0432,5,0,1,0.69,0.04,0.16,1.0111
2,0,0,65,1.2065,0,0,3,0.01,0.0,0.0,0.8984
2,0,0,41,1.0863,17,6,2,0.01,0.0,0.0,0.9476
0,0,0,120,1.0672,15,1,1,0.0,0.0,0.0,0.9167
125,27,7,327,1.092,14,6,1,1.0,0.056,0.216,1.0787
53,8,1,12,1.1459,2,3,3,0.6235,0.0189,0.1509,1.0566
17,4,1,63,0.8872,14,6,2,0.7321,0.0588,0.2353,1.0013
14,3,0,108,1.0206,0,2,2,0.4986,0.0,0.2143,1.0062
17,3,0,160,1.125,3,3,2,0.4379,0.0,0.1765,0.9828
59,8,1,510,0.9828,3,6,2,0.617,0.0169,0.1356,1.0488
43,13,0,29,0.9365,9,0,3,0.8197,0.0,0.3023,1.085
8,2,0,232,1.0181,6,3,1,0.54,0.0,0.25,1.0283
7,4,0,10,1.1124,15,4,2,1.0,0.0,0.5714,1.0788
4,1,0,39,0.9789,19,4,2,0.52,0.0,0.25,1.0479
43,14,3,91,1.0216,1,2,1,1.0,0.0698,0.3256,1.0602
57,19,5,28,1.0301,22,2,3,1.0,0.0877,0.3333,1.0982
12,6,0,333,1.1026,10,5,3,1.0,0.0,0.5,1.1038
0,0,0,195,1.0315,1,1,2,0.0,0.0,0.0,0.9093
3,0,0,298,1.0737,6,6,2,0.015,0.0,0.0,0.8921
137,28,4,209,1.004,13,0,2,0.9964,0.0292,0.2044,1.0388
14,2,0,344,1.0594,13,5,1,0.3557,0.0,0.1429,1.0154
58,4,1,447,1.1077,7,1,1,0.4797,0.0172,0.069,1.0335
39,2,0,160,1.1375,12,5,1,0.2976,0.0,0.0513,0.9675
19,4,1,16,1.1507,20,1,2,0.6739,0.0526,0.2105,1.1199
9,1,0,204,1.0861,6,0,2,0.2672,0.0,0.1111,0.9336
5,0,0,14,1.163,4,0,2,0.025,0.0,0.0,0.9416
38,3,0,215,1.0736,12,1,1,0.3479,0.0,0.0789,1.0342
59,3,0,18,1.0761,20,2,1,0.3967,0.0,0.0508,1.0454
41,13,6,58,1.0504,23,2,3,1.0,0.1463,0.3171,1.1104
30,7,0,281,1.1209,11,2,2,0.6167,0.0,0.2333,1.0663
1,0,0,351,1.0525,2,1,2,0.005,0.0,0.0,0.8574
138,37,5,35,1.0486,15,5,2,1.0,0.0362,0.2681,1.0545
64,9,0,31,0.9954,2,0,2,0.6012,0.0,0.1406,1.0507
13,0,0,72,0.9747,6,6,2,0.065,0.0,0.0,0.9493
156,46,1,424,1.003,22,1,2,1.0,0.0064,0.2949,1.0965
36,6,3,394,1.0341,16,4,2,0.7633,0.0833,0.1667,1.0495
34,15,4,70,1.2393,1,1,2,1.0,0.1176,0.4412,1.071
55,14,2,55,1.1741,0,6,2,0.8932,0.0364,0.2545,1.1137
66,5,0,268,1.084,7,1,2,0.4815,0.0,0.0758,1.0011
42,12,2,519,0.9011,23,5,3,0.9243,0.0476,0.2857,1.0356
5,0,0,367,1.1038,20,2,1,0.025,0.0,0.0,0.9143
16,3,0,69,1.0616,8,3,2,0.455,0.0,0.1875,1.0237
105,26,11,57,1.2074,16,4,2,1.0,0.1048,0.2476,1.0554
10,1,0,388,0.9998,10,2,2,0.25,0.0,0.1,0.8955
18,0,0,164,1.0683,16,6,3,0.09,0.0,0.0,0.9373
22,5,0,76,0.9043,23,3,3,0.5645,0.0,0.2273,1.042
23,3,0,570,1.1839,18,3,2,0.3759,0.0,0.1304,1.0189
37,2,0,78,1.0745,9,0,1,0.2931,0.0,0.0541,0.9535
114,23,7,67,1.0325,19,2,2,1.0,0.0614,0.2018,1.074
11,4,2,199,1.0697,14,5,3,1.0,0.1818,0.3636,1.0955
5,0,0,194,1.0099,6,2,2,0.025,0.0,0.0,0.9074
8,1,0,148,1.1017,2,2,2,0.29,0.0,0.125,0.9882
87,17,4,587,1.0407,15,2,1,0.9637,0.046,0.1954,1.0748
41,14,7,232,1.0802,11,3,2,1.0,0.1707,0.3415,1.0542
13,5,0,32,1.2054,18,4,2,0.8342,0.0,0.3846,1.0597
67,8,2,56,1.25,6,1,2,0.6634,0.0299,0.1194,1.0474
79,14,3,107,1.0676,22,6,2,0.8634,0.038,0.1772,1.1338
74,7,3,15,1.0062,20,3,2,0.6808,0.0405,0.0946,1.0567
100,5,1,443,1.1005,11,3,2,0.63,0.01,0.05,1.0101
11,0,0,47,0.9581,8,3,2,0.055,0.0,0.0,0.8941
56,13,1,90,1.0737,2,3,1,0.7979,0.0179,0.2321,1.0178
24,2,0,450,0.9791,1,3,2,0.2867,0.0,0.0833,0.9324
73,14,1,62,1.1227,23,4,2,0.7897,0.0137,0.1918,1.1186
52,3,0,475,1.1474,15,3,1,0.3754,0.0,0.0577,1.0178
59,12,0,553,0.9854,16,0,1,0.7018,0.0,0.2034,1.0448
42,7,1,512,1.0501,6,3,1,0.6148,0.0238,0.1667,1.031
7,0,0,98,1.0788,20,4,2,0.035,0.0,0.0,0.9323
31,3,0,81,0.9654,17,5,2,0.3485,0.0,0.0968,1.0058
167,21,1,5,1.0303,20,2,2,0.7695,0.006,0.1257,1.1249
110,27,11,51,1.06,12,2,2,1.0,0.1,0.2455,1.1124
1,0,0,90,0.8885,2,2,2,0.005,0.0,0.0,0.9037
7,0,0,567,1.1507,15,5,2,0.035,0.0,0.0,0.906
5,2,0,167,0.9353,6,2,1,0.825,0.0,0.4,1.0658
51,5,1,28,0.9401,7,4,3,0.5099,0.0196,0.098,1.0586
68,5,1,48,1.0567,0,4,3,0.5312,0.0147,0.0735,1.0391
9,1,0,17,1.0185,14,5,1,0.2672,0.0,0.1111,0.972
28,2,0,31,1.0367,3,3,1,0.2829,0.0,0.0714,0.9086
73,14,3,60,1.25,5,5,3,0.8718,0.0411,0.1918,1.0756
52,6,1,52,1.0314,17,1,1,0.5485,0.0192,0.1154,1.0241
31,10,2,94,1.1119,23,2,3,0.9937,0.0645,0.3226,1.0864
35,5,0,343,1.0223,3,1,2,0.4607,0.0,0.1429,0.9899
28,4,0,37,1.1,7,5,2,0.4257,0.0,0.1429,1.0358
14,3,0,72,1.25,1,0,1,0.4986,0.0,0.2143,1.0276
33,0,0,399,0.8416,10,0,2,0.165,0.0,0.0,0.9135
46,4,1,53,0.9231,17,6,1,0.4691,0.0217,0.087,0.9948
82,20,3,34,1.026,6,0,2,1.0,0.0366,0.2439,1.1192
40,4,0,29,0.9434,6,1,2,0.4,0.0,0.1,1.0146
57,11,2,248,1.0928,19,1,3,0.7762,0.0351,0.193,1.0904
6,0,0,185,1.0862,8,6,1,0.03,0.0,0.0,0.927
24,9,3,594,0.8803,17,0,1,1.0,0.125,0.375,1.0602
0,0,0,432,1.2273,15,3,2,0.0,0.0,0.0,0.8918
11,0,0,15,0.9921,2,5,2,0.055,0.0,0.0,0.8774
51,7,0,366,1.0012,4,6,3,0.5295,0.0,0.1373,1.0199
192,13,3,82,1.101,22,5,2,0.6823,0.0156,0.0677,1.0793
4,0,0,266,1.1104,22,0,2,0.02,0.0,0.0,0.9165
20,3,0,85,0.9282,22,3,1,0.4,0.0,0.15,1.0209
64,11,1,286,1.0987,0,0,1,0.7106,0.0156,0.1719,1.061
9,3,0,41,0.8484,17,3,1,0.7117,0.0,0.3333,1.1131
32,2,0,428,1.0246,10,4,2,0.285,0.0,0.0625,0.9392
52,9,3,138,1.0126,20,0,1,0.7792,0.0577,0.1731,1.0723
38,3,1,139,1.228,15,6,2,0.4268,0.0263,0.0789,1.0267
8,1,0,169,0.9939,9,6,2,0.29,0.0,0.125,0.9384
17,3,0,115,0.9482,23,4,3,0.4379,0.0,0.1765,0.9788
61,10,2,169,0.9389,12,2,3,0.7312,0.0328,0.1639,1.0204
32,4,0,97,0.9269,17,6,3,0.41,0.0,0.125,1.0363
0,0,0,36,1.0911,19,6,2,0.0,0.0,0.0,0.9074
57,10,1,174,0.9821,19,4,1,0.6885,0.0175,0.1754,1.0206
1,0,0,80,1.0922,4,2,3,0.005,0.0,0.0,0.8847
54,5,0,113,0.9455,15,5,1,0.4552,0.0,0.0926,0.9879
9,3,0,340,1.0328,17,2,2,0.7117,0.0,0.3333,1.0865
126,39,10,470,0.9753,6,5,2,1.0,0.0794,0.3095,1.0445
18,1,0,46,1.1237,11,1,3,0.2011,0.0,0.0556,0.9848
15,3,1,40,0.9031,4,5,2,0.675,0.0667,0.2,1.0472
6,0,0,28,0.9395,22,3,1,0.03,0.0,0.0,0.8949
14,3,0,497,1.0181,11,2,1,0.4986,0.0,0.2143,0.9958
83,8,1,262,1.0033,22,4,1,0.6439,0.012,0.0964,1.033
224,16,5,86,1.0392,21,3,2,0.7098,0.0223,0.0714,1.0475
18,5,1,57,1.0085,3,3,1,0.8122,0.0556,0.2778,1.0415
23,6,0,4,1.113,22,2,3,0.6367,0.0,0.2609,1.1224
51,5,1,24,1.0639,5,6,1,0.5099,0.0196,0.098,1.0651
86,11,3,474,0.8672,11,1,3,0.7905,0.0349,0.1279,1.0584
35,7,1,66,0.9485,2,0,3,0.6607,0.0286,0.2,0.9882
